Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970406112;970430898;"C.E.A.P.- IMS""RAPHAEL BABET"" ST JOSEPH";"CENTRE ENFANTS ADOS POLY - IMS ""RAPHAEL BABET"" (ST JOSEPH)";;;9D;LA REUNION;97480;ST JOSEPH;188;Etablissement pour Enfants ou Adolescents Polyhandicapés;4101;Déf.Mentaux et Hand.;8899B;05;Préfet de Département établissements médico-sociaux;;;2001-12-27;2006-06-26;2013-09-25;2014;29 BD LENEPVEU;9D9D412;97480;ST JOSEPH;-21.385485,55.610518;
970464251;970400990;PHARMACIE DE SAINT FRANCOIS;PHARMACIE DE SAINT FRANCOIS;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1992-02-26;2001-12-03;2005-09-07;2011;122 RTE DE SAINT FRANCOIS;9D9D411;97400;ST DENIS;-20.915877,55.459279;
970406229;970406211;S.S.E.F.I.S (ARPEDA ST PIERRE);SERV SOUTIEN A L'EDUC FAMILIALE & INTEGRATION SCOL (ARPEDA);;;9D;LA REUNION;97410;ST PIERRE;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;;34;ARS / DG dotation globale;;;2006-07-13;2006-10-01;2016-04-05;2017;71 R LUC LORION;9D9D416;97410;ST PIERRE;-21.336128,55.470449;
970409504;970430914;"IEM "" LES CHAMPS DE MERLE """;"INSTITUT EDUCATION MOTRICE "" LES CHAMPS DE MERLE """;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;192;Etablissement pour Déficient Moteur;4103;Handicapés Moteurs;;05;ARS établissements médico-soc. non financés dotation globale;;;2013-11-18;2013-12-03;2016-11-16;2016;45 R JACQUES AUBERT;9D9D415;97435;ST GILLES LES HAUTS;-21.048542,55.263025;
970464004;970400743;PHARMACIE DE GRAND ILET;PHARMACIE DE GRAND ILET;;;9D;LA REUNION;97433;SALAZIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2007-06-21;2010-11-09;2017-10-23;2017;48 R DU PERE CASTAGNAN;9D9D421;97433;SALAZIE;-21.028494,55.51141;
970465472;970402202;PHARMACIE DE L'EST;PHARMACIE DE L'EST;;;9D;LA REUNION;97470;ST BENOIT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1978-07-07;2012-02-18;2012-03-14;2014;51 AV JEAN JAURES;9D9D410;97470;ST BENOIT;-21.040567,55.720459;
970400032;590799730;IMPRO GERNEZ RIEUX;INSTITUT MEDICO-PROFESSIONNEL GERNEZ RIEUX;;;9D;LA REUNION;97432;RAVINE DES CABRIS;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;8710B;05;Préfet de Département établissements médico-sociaux;;;1994-01-21;1994-08-29;2011-11-18;2011;;9D9D416;97432;RAVINE DES CABRIS;-21.287257,55.482041;
970463865;970400602;PHARMACIE DE L' ETANG;;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1994-11-04;1995-02-02;2004-01-30;2016;408 R SAINT LOUIS;9D9D415;97460;ST PAUL;-21.052088,55.226304;
970400073;970403606;GHER (SAINT-BENOIT);GHER (SAINT-BENOIT);;;9D;LA REUNION;97470;ST BENOIT;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;8610Z;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1996-10-02;2011-10-18;2015-10-15;2017;30 RTE RN 3;9D9D410;97470;ST BENOIT;-21.0586,55.711375;
970465530;970402269;PHARMACIE DE SAINT BERNARD;PHARMACIE DE SAINT BERNARD;;;9D;LA REUNION;02 62 23 79 95;97417;ST DENIS;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1987-09-11;2010-04-01;2018-09-19;2018;146 CHE DU PERE RAIMBAULT;;97417;ST DENIS;-20.907983,55.400944;
970404794;970404786;PHARMACIE DE LA CONVENANCE;PHARMACIE DE LA CONVENANCE;;;9D;LA REUNION;97438;STE MARIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;99;Indéterminé;;;1999-02-12;1999-09-06;2003-09-10;2011;17 AV DU DOMAINE AZUR;9D9D418;97438;STE MARIE;-20.895743,55.567768;
970464327;970401055;PHARMACIE DE L OCEAN INDIEN;PHARMACIE DE L OCEAN INDIEN;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2002-03-26;;;2008;133 AV MAHATMA GANDHI;9D9D420;97441;STE SUZANNE;-20.932306,55.641552;
970465514;970402244;PHARMACIE DE LA PLAINE;PHARMACIE DE LA PLAINE;;;9D;LA REUNION;97411;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2008-04-07;2008-12-23;2017-10-23;2017;28  CHEMIN DES COMBAVAS;9D9D415;97411;ST PAUL;-20.982591,55.326575;
970403119;970463600;S.H.A.D. -A.S.D.R. (HOSPI A DOM );SERVICE D'HOSPITALISATION A DOMICILE (A.S.D.R.);;;9D;LA REUNION;97432;RAVINE DES CABRIS;127;Hospitalisation à Domicile;1201;Soins à Domicile;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2002-02-22;2002-10-01;2012-02-08;2013;8 R DE MON CAPRICE;9D9D416;97432;RAVINE DES CABRIS;-21.282754,55.475115;
970465290;970402020;PHARMACIE DE PLATEAU CAILLOU;PHARMACIE DE PLATEAU CAILLOU;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1991-03-14;1991-03-14;2011-04-20;2011;42 AV PAUL JULIUS BENARD;9D9D415;97460;ST PAUL;-21.02406,55.265993;
970407300;970407292;PHARMACIE DES ECOLES;;;;9D;LA REUNION;97416;LA CHALOUPE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;2008-12-04;2009-07-15;2010-08-25;2012;285 R ALEXANDRE BEGUE;9D9D413;97416;LA CHALOUPE;-21.156335,55.324767;
970400180;970403614;GROUPE HOSPITALIER SUD REUNION;GROUPE HOSPITALIER SUD REUNION;;;9D;LA REUNION;97480;ST JOSEPH;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1954-04-01;1954-04-01;2006-09-11;2011;2 R MERE THERESA;9D9D412;97480;ST JOSEPH;-21.379579,55.619106;
970430153;970400149;CENTRE EDUCATIF RENFORCE;CENTRE EDUCATIF RENFORCE;;24EME  KM;9D;REUNION;97418;LA PLAINE DES CAFRES;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;1960-01-01;;;;2004;;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970467221;970431425;HALTE GARDERIE DISTRICT ARMþEBE;HALTE GARDERIE DU DISTRICT SOCIAL INTER ARMþEBEES;;CASERNE LAMBERT;9D;LA REUNION;97400;ST DENIS;170;Halte Garderie;5101;Etab.Gard.Enf.Présco;01;Etablissement Tarif Libre;;;;1995-06-07;;;2008;;9D9D411;97400;ST DENIS;-20.943522,55.448016;
970465936;970402541;PHARMACIE LIGNE PARADIS;PHARMACIE LIGNE PARADIS;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2004-08-05;;;2006;105 RTE LIGNE PARADIS;9D9D416;97410;ST PIERRE;-21.31056,55.472258;
970463899;970400636;PHARMACIE BEDIER;;;;9D;LA REUNION;97422;LA SALINE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1983-12-29;1984-03-08;2012-10-30;2014;201 R JEAN ALBANY;9D9D415;97422;LA SALINE;-21.077463,55.26917;
970407870;970408027;L.B.M. ZAC L' AVENIR;L.B.M. ZAC L' AVENIR;;ZAC AVENIR;9D;LA REUNION;97450;ST LOUIS;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;1900-01-01;2010-12-02;2014-03-21;2016;15 R DE CHINE;9D9D414;97450;ST LOUIS;-21.289336,55.406522;
970404315;970404307;PHARMACIE DE JEAN PETIT;PHARMACIE DE JEAN PETIT;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;99;indéterminé;;;1997-10-10;1998-01-15;2006-11-13;2009;342 RTE DE JEAN PETIT;9D9D412;97480;ST JOSEPH;-21.339381,55.629793;
970404679;970404638;CENTRE DE  BASSE VISION (HORUS);CENTRE DE  BASSE VISION (HORUS);;;9D;LA REUNION;02 62 71 72 70;97420;LE PORT;Etablissement de santé privé autorisé en SSR;1107;Soins Suite & Réadap;8610Z;7;ARS établissements de santé non financés dotation globale;0;Non concerné;2010-09-28;2011-07-18;2016-03-16;2018;4 BD DE VERDUN;;97420;LE PORT;-20.939209,55.295746;
970405452;970405403;CENTRE DE DIALYSE JEANNE D'ARC;CENTRE DE DIALYSE JEANNE D'ARC - LE PORT;;;9D;LA REUNION;97420;LE PORT;141;Centre de dialyse;1203;Dialyse Ambulatoire;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2001-09-28;2003-09-15;2010-08-25;2013;16 R JULES FERRY;9D9D407;97420;LE PORT;-20.936519,55.294665;
970466603;970466595;AEJR  SERVICE ARPEJE;A.E.J.R.  SERVICE ARPEJE;;;9D;LA REUNION;97436;ST LEU;295;Service Action Educative en Milieu Ouvert (A.E.M.O.);4504;Protection Enfance;;10;Autorité Conjointe Préfet Dépt et PCG (1 arr);;;1992-07-01;1992-07-01;2009-09-24;2011;88 R GENERAL LAMBERT;9D9D413;97436;ST LEU;-21.167851,55.287791;
970404737;970430898;MAISON D' ACCUEIL SPECIALISEE DE L'EST;MAISON D'ACCUEIL SPECIALISEE DE L'EST;;ZAC BRAS FUSIL;9D;LA REUNION;97470;ST BENOIT;255;Maison d'Accueil Spécialisée (M.A.S.);4301;Héberg.Adultes Handi;8710C;05;Préfet de Département établissements médico-sociaux;;;1999-07-15;2003-12-01;2013-09-18;2013;26 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057102,55.711105;
970403085;970403580;L.A.B.M. SUD BIOLOGIE MEDICALE;LABM SUD BIOLOGIE MEDICALE;;;9D;LA REUNION;97480;ST JOSEPH;610;Laboratoire d'Analyses;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;1994-08-12;1997-01-01;2006-04-10;2011;2 R GENERAL LAMBERT;9D9D412;97480;ST JOSEPH;-21.37827,55.619014;
970463774;970400511;PHARMACIE DE LA SOURCE;PHARMACIE DE LA SOURCE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2004-03-26;;;2006;26 R DE LA SOURCE;9D9D411;97400;ST DENIS;-20.889434,55.448489;
970403911;970403903;PHARMACIE DU LYCEE;PHARMACIE DU LYCEE;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1993-11-29;2009-11-01;2009-12-17;2016;261 R DU LYCEE;9D9D409;97440;ST ANDRE;-20.964084,55.652588;
970465142;970401873;PHARMACIE MOREL;PHARMACIE MOREL;;;9D;REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1988-06-23;;;;2004;16 R MARIUS ET ARY LEBLOND;9D9D415;97460;ST PAUL;-21.008987,55.271101;
970405296;970405270;F. A. M.  MAISON PIERRE LAGOURGUE;FOYER D'ACCUEIL MEDICALISE MAISON PIERRE LAGOURGUE;MAISON PIERRE LAGOURGUE;;9D;LA REUNION;97438;STE MARIE;437;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);4301;Héberg.Adultes Handi;;09;ARS PCD mixte (2 arrêtés), habilité aide sociale;;;2017-01-03;2005-05-02;2017-04-21;2017;11 R BEAUSEJOUR;9D9D418;97438;STE MARIE;-20.92322,55.529452;
970404737;970430898;MAISON D' ACCUEIL SPECIALISEE DE L'EST;MAISON D'ACCUEIL SPECIALISEE DE L'EST;;;9D;LA REUNION;97470;ST BENOIT;255;Maison d'Accueil Spécialisée (M.A.S.);4301;Héberg.Adultes Handi;99;indéterminé;;;;2005-04-21;;;2007;26 R DES AUBEPINES;9D9D410;97470;ST BENOIT;-21.057102,55.711105;
970404125;970404117;PHARMACIE PHILIPPE;PHARMACIE PHILIPPE;;;9D;LA REUNION;97438;STE MARIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2015-06-23;2015-12-30;2017-10-23;2017;20 R BARDEAUX;9D9D418;97438;STE MARIE;-20.898978,55.558641;
970406229;970406211;S.S.E.F.I.S (ARPEDA ST PIERRE);SERV SOUTIEN A L'EDUC FAMILIALE & INTEGRATION SCOL (ARPEDA);;;9D;LA REUNION;97410;ST PIERRE;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;;05;Préfet de Département établissements médico-sociaux;;;2006-07-13;2006-10-01;2011-05-31;2013;71 R LUC LORION;9D9D416;97410;ST PIERRE;-21.336128,55.470449;
970404042;970404034;PHARMACIE DES FILAOS;PHARMACIE DES FILAOS;;;9D;LA REUNION;97434;ST GILLES LES BAINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1996-03-05;2001-12-05;2010-08-25;2011;2 RES DU LAGON;9D9D415;97434;ST GILLES LES BAINS;-21.050416,55.231759;
970465035;970401766;PHARMACIE DE PARIS;;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1972-07-10;2008-04-01;2008-03-25;2012;45 R LABOURDONNAIS;9D9D411;97400;ST DENIS;-20.875913,55.450492;
970464780;970401519;PHARMACIE DE LA POSSESSION;PHARMACIE DE LA POSSESSION;;;9D;LA REUNION;97419;LA POSSESSION;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1981-01-16;2013-05-01;2017-10-23;2017;32 R EMMANUEL TEXER;9D9D408;97419;LA POSSESSION;-20.927035,55.334723;
970466934;970402004;F. D. E.  EDELWEISS (ST ANDRE);FOYER DEPARTEMENTAL DE L'ENFANCE EDELWEISS;;;9D;LA REUNION;97441;STE SUZANNE;175;Foyer de l'Enfance;4501;Aide Sociale Enfance;;08;Président du Conseil Général;;;1992-08-25;1992-08-25;2007-07-03;2011;2 R GEORGES POMPIDOU;9D9D420;97441;STE SUZANNE;-20.906729,55.607159;
970463956;970400693;PHARMACIE DES PALMISTES;PHARMACIE DES PALMISTES;;;9D;LA REUNION;97431;LA PLAINE DES PALMISTES;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1981-07-16;2009-11-02;2009-12-17;2015;2 R DU COMMERCE;9D9D406;97431;LA PLAINE DES PALMISTES;-21.134452,55.627088;
970463790;970400537;PHARMACIE DU BOULEVARD SUD;PHARMACIE DU BOULEVARD SUD;;;9D;LA REUNION;97490;STE CLOTILDE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2010-03-16;2014-09-04;2014-09-30;2016;BD JEAN JAURES;9D9D411;97490;STE CLOTILDE;-20.889895,55.461057;
970409892;590799730;MAISON RELAIS SAINTE-ROSE;;MAISON RELAIS SAINTE-ROSE;;9D;LA REUNION;97439;STE ROSE;258;Maisons Relais - Pensions de Famille;4607;Log. Struct. Collect;;01;Etablissement Tarif Libre;;;2012-12-01;2012-12-01;2014-09-05;2016;101 CHE POINTE DU JARDIN;9D9D419;97439;STE ROSE;-21.154748,55.823779;
970464343;970401071;MAPHARM PHARMACIE DUFFOURC;MAPHARM PHARMACIE DUFFOURC;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2001-04-17;;;2008;176 R MARCEL PAGNOL;9D9D412;97480;ST JOSEPH;-21.371361,55.672728;
970462198;970462560;SERVICE AIDE MENAGERE;;;SAINT LEU;9D;LA REUNION;97436;ST LEU;208;Service d'Aide Ménagère à Domicile;4403;Serv.Soc.Pers. Agées;01;Etablissement Tarif Libre;;;;1994-03-16;;;2007;;9D9D413;97436;ST LEU;-21.181637,55.327914;
970463345;970405270;C.M.P.P.    HENRI WALLON;CENTRE MEDICO-PSYCHO-PEDAGOGIQUE HENRI WALLON;;;9D;LA REUNION;97490;STE CLOTILDE;189;Centre Médico-Psycho-Pédagogique (C.M.P.P.);4106;Serv.Dom.Ambul.Handi;;05;Préfet de Département établissements médico-sociaux;;;1974-05-03;1974-05-03;2012-02-07;2014;41 RLE MAGNAN;9D9D411;97490;STE CLOTILDE;-20.8881,55.467812;
970407235;590799730;CENTRE MEDICO PSYCHO PEDAGOGIQUE;CENTRE MEDICO PSYCHO PEDAGOGIQUE SAINT PAUL;;;9D;LA REUNION;97460;ST PAUL;189;Centre Médico-Psycho-Pédagogique (C.M.P.P.);4106;Serv.Dom.Ambul.Handi;8710B;05;Préfet de Département établissements médico-sociaux;;;2009-03-04;2009-08-03;2012-08-21;2013;38 RTE;9D9D415;97460;ST PAUL;-20.961449,55.29436;
970410593;970408589;CHU-PSY - R GAL AILLERET (LE TAMPON);CHU-PSY - RUE DU GENERAL AILLERET ( LE TAMPON);;;9D;LA REUNION;;97430;LE TAMPON;Centre Hospitalier Régional (C.H.R.);1101;C.H.R.;;3;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2000-01-01;2000-01-01;2016-10-24;2018;151 R DU GENERAL AILLERET;;97430;LE TAMPON;-21.269349,55.509064;
970402707;590799730;FOYER HEBERGE JEAN CLERMONT);FOYER D'HEBERGEMENT JEAN CLERMONT;;;9D;LA REUNION;97440;ST ANDRE;252;Foyer Hébergement Adultes Handicapés;4301;Héberg.Adultes Handi;;08;Président du Conseil Général;;;1991-10-28;1995-01-01;2014-08-06;2014;1213 CHE PATELIN;9D9D409;97440;ST ANDRE;-20.971812,55.675055;
970465670;970402400;PHARMACIE DE LA FORET;;;;9D;LA REUNION;97425;LES AVIRONS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2007-04-18;;;2008;3 R DES MERLES;9D9D401;97425;LES AVIRONS;-21.209062,55.35708;
970462628;970462636;S. S. A. D. P. A.;SERVICE DE SOINS A DOMICILE POUR PERSONNES AGEES;;;9D;REUNION;97400;ST DENIS;354;Service de Soins à Domicile;4402;Serv.Maintien à Dom.;05;Préfet de Département établissements médico-sociaux;;;1981-05-01;;;;2004;40 R BOIS DE NEFLES;9D9D411;97400;ST DENIS;-20.912829,55.476477;
970431672;970402004;DISPENSAIRE    DE SAINTE-SUZANNE;DISPENSAIRE    DE SAINTE-SUZANNE;;;9D;LA REUNION;97441;STE SUZANNE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1977-01-01;1977-01-01;2011-02-10;2013;2 R PIERRE BEREGOVOY;9D9D420;97441;STE SUZANNE;-20.905006,55.604421;
970463113;970400370;MAISON DES OLIVIERS;MAISON DES OLIVIERS/CENTRE CONVALESCENCE ST GILLES LES HAUTS;CENTRE DE CONVALESCENCE;ST GILLES LES HAUTS;9D;LA REUNION;97435;ST GILLES LES HAUTS;108;Établissement de Convalescence et de Repos;1107;Soins Suite & Réadap;07;ARH établissements de santé non financés dotation globale;non PSPH;;;2005-06-22;;;2006;29 R JOSEPH HUBERT;9D9D415;97435;ST GILLES LES HAUTS;-21.047813,55.267528;
970404596;970404570;PHARMACIE DE BOUCAN;;;;9D;LA REUNION;97434;ST GILLES LES BAINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;99;indéterminé;;;1998-09-04;2008-10-01;2010-08-25;2010;19 PL DES COQUILLAGES;9D9D415;97434;ST GILLES LES BAINS;-21.050416,55.231759;
970432746;970402004;DISPENSAIRE    DE SAINT-LEU;DISPENSAIRE   DE SAINT-LEU;;;9D;LA REUNION;97436;ST LEU;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1971-07-30;1971-07-30;2009-04-06;2017;1 R DU COMMANDANT LEGROS;9D9D413;97436;ST LEU;-21.167965,55.286572;
970464582;970401311;PHARMACIE DU XIE;PHARMACIE DU XIE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1975-01-24;2001-07-23;2006-12-19;2009;245 R MARIUS ET ARY LEBLOND;9D9D422;97430;LE TAMPON;-21.272854,55.524987;
970406997;970406989;PHARMACIE DES JACARANDAS;PHARMACIE DES JACARANDAS;;;9D;LA REUNION;97411;BOIS DE NEFLES ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2007-12-26;;;2008;28 R ROLAND GARROS;9D9D415;97411;BOIS DE NEFLES ST PAUL;-20.994209,55.330896;
970466975;970430906;C.A.M.S.P. NORD;CENTRE D'ACTION MEDICO-SOCIALE PRECOCE  NORD;;;9D;LA REUNION;97490;STE CLOTILDE;190;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);4106;Serv.Dom.Ambul.Handi;;10;Autorité Conjointe Préfet Dépt et PCG (1 arr);;;1995-09-21;1995-10-01;2014-08-05;2014;47 R TESSAN;9D9D411;97490;STE CLOTILDE;-20.894927,55.478996;
970465175;970401899;PHARMACIE DE L'ANCRE;PHARMACIE DE L'ANCRE;;;9D;LA REUNION;97420;LE PORT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1965-02-05;1965-02-05;2010-08-25;2012;26 R FRANCOIS DE MAHY;9D9D407;97420;LE PORT;-20.937735,55.289989;
970432365;970402004;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;DISPENSAIRE    DE ST-GILLES-LES-HAUTS;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1991-08-01;1991-08-01;2005-06-24;2014;8  IMPASSE DES CANAS;9D9D415;97435;ST GILLES LES HAUTS;-21.041502,55.274299;
970464376;970401105;PHARMACIE DE BRAS FUSIL;PHARMACIE DE BRAS FUSIL;;;9D;LA REUNION;97470;ST BENOIT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1990-09-17;1990-09-17;2002-03-22;2011;37 AV JEAN MONNET;9D9D410;97470;ST BENOIT;-21.051026,55.71252;
970410668;970462560;CHRS / CHAU LES LILAS;CENTRE HEBERGEMENT ACCUEIL URGENCE;;;9D;LA REUNION;97424;ST LEU;214;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);4601;Adult.Fam.Difficulté;;30;Préfet de région établissements et services sociaux;;;2011-04-29;2014-09-29;2016-12-22;2017;9 R AUGUSTIN GRUCHET;9D9D413;97424;ST LEU;-21.216893,55.311477;
970406559;970430914;I.M.E LE BAOBAB;INSTITUT MEDICO-EDUCATIF LEVAVASSEUR (BRAS PANON);;;9D;LA REUNION;97412;BRAS PANON;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;8790A;05;Préfet de Département établissements médico-sociaux;;;2006-07-17;2006-07-17;2011-06-29;2014;1 R DES SAPHIRS;9D9D402;97412;BRAS PANON;-20.999622,55.693435;
970466686;970430914;E.S.A.T. TIDALONS (SAINT-PIERRE);ETS. ET SERVICE D'AIDE PAR LE TRAVAIL TIDALONS (ST-PIERRE);;;9D;LA REUNION;97410;ST PIERRE;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;;05;Préfet de Département établissements médico-sociaux;;;1993-10-01;1993-11-01;2006-01-04;2009;AV BENOITE BOULARD;9D9D416;97410;ST PIERRE;-21.314968,55.473423;
970404521;970400388;INTERMETRA METRAG;INTERMETRA METRAG;;;9D;LA REUNION;97460;ST PAUL;130;Centre de Soins Médicaux;2201;Dispensaires;99;indéterminé;;;;2007-06-26;;;2007;11 R DE LA BUSE;9D9D415;97460;ST PAUL;-21.006851,55.274599;
970431557;970402004;DISPENSAIRE    DE SAINTE-CLOTILDE;DISPENSAIRE    DE SAINTE-CLOTILDE;;;9D;LA REUNION;97490;STE CLOTILDE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1976-01-01;1976-01-01;2005-02-02;2016;19 R PITEL;9D9D411;97490;STE CLOTILDE;-20.891494,55.477504;
970406443;970406419;PHARMAR;PHARMAR;;;9D;LA REUNION;97410;ST PIERRE;699;Entité Ayant Autorisation;1205;Autres Etab.Loi Hosp;;99;Indéterminé;0;Non concerné;2002-11-18;2002-11-18;2006-10-16;2012;ALL DES POIVRIERS;9D9D416;97410;ST PIERRE;-21.2902,55.483003;
970462156;970430922;S. S. A. D. P. A.;SERVICE DE SOINS A DOMICILE POUR PERSONNES AGEES;C. C. A. S.;;9D;LA REUNION;97440;ST ANDRE;354;Service de Soins infirmiers à Domicile;4605;étab multi clientèle;05;Préfet de Département établissements médico-sociaux;;;;2005-04-22;;;2006;PL DE LA LIBERTE;9D9D409;97440;ST ANDRE;-20.963198,55.641296;
970409199;970408324;SITE REUNILAB STE SUZANNE;SITE REUNILAB STE SUZANNE;;;9D;LA REUNION;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;01;Etablissement Tarif Libre;;;2013-03-07;2013-03-07;2015-11-02;2019;100 AV PIERRE MENDES FRANCE;9D420;97441;STE SUZANNE;-20.905526,55.606677;
970406526;970405270;F.A.O. HENRI LAFAY;FOYER D'ACCUEIL OCCUPATIONNEL HENRI LAFAY;;;9D;LA REUNION;0262522286;0262527470;382;Foyer de Vie pour Adultes Handicapés;4301;Etab. et Services d'Hébergement pour Adultes Handicapés;;08;Président du Conseil Départemental;;;2012-10-22;2006-09-04;2014-08-06;2019;60 AV CAPRICORNE;9D415;97434;ST PAUL;-21.064379,55.227518;
970407334;970407326;ASSOCIATION DES JEUNES MAJEURS EN DIFF;;;;9D;LA REUNION;0262237340;0262310823;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;;35;Préfet de département Subvention;;;2009-08-11;;2016-04-05;2019;354 R RAPHAEL BABET;9D412;97480;ST JOSEPH;-21.379959,55.628097;
